labels,messages,character_count,word_count,sentence_count,clean_length
0,today workin free oso gee thgt workin fren shop,82,21,1,47
0,life face choices toss coin becoz settle question coin air know heart hoping gudninumbr,160,34,2,87
0,want kiss feel next,60,16,1,19
0,happy saying,51,12,1,12
1,adult numbr content video shortly,52,10,1,33
0,ok would b lovely r sure think wot want drinkin dancin eatin cinema wot,138,40,3,71
0,saying explicitly told nora know someone probably gonna bother,104,23,1,62
0,smith waste da wanna gayle,29,7,1,26
0,mum sent many many messages since got want know actually getting enjoy rest day,142,34,3,79
0,aight tomorrow around lt gt,40,13,1,27
1,chance reality fantasy show call numbr numbrp per min ntt ltd po box numbr croydon crnumbr numbrwb numbr national rate call,152,34,1,123
0,actually first time went bed long spoke woke numbr night,130,33,3,56
0,see,15,4,1,3
0,understand message,31,6,1,18
0,crucify c told earlier,52,12,1,22
0,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added,234,52,4,128
0,fuck cedar key fuck come anyway tho,50,12,1,35
0,twenty past five said train durham already coz reserved seat,103,22,1,60
1,hey boys want hot xxx pics sent direct numbr phone txt porn numbr numbrhrs free numbrp per day stop text stopbcm sf wcnumbrnnumbrxx,140,33,4,131
0,still painting wall,25,6,1,19
0,printer cool mean groovy wine groovying,49,11,3,39
0,hi harish rent transfred acnt,47,11,1,29
0,anything lor coming,27,6,1,19
0,cbe really good nowadays lot shop showrooms city shaping good,77,19,1,61
0,ìï still attending da talks,28,6,1,27
0,probs hon doinat mo,34,10,2,19
0,k take care,22,7,1,11
0,take phone callon friday assume year,95,24,2,36
0,battery low babe,22,5,1,16
0,shuhui bought ron present swatch watch,54,12,1,38
0,yeah quite bit left swing tomorrow get,67,17,1,38
0,babe said numbr hours almost numbr internet,73,18,2,43
0,k sure get noon see,56,15,1,19
0,k k yesterday cbe,32,10,1,17
0,went ganesh dress shop,25,5,1,22
1,pdate_now double mins numbr txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupdnumbr numbr callnumbroptout yhl,163,29,3,143
0,ìï collecting laptop going configure da settings izzit,66,12,1,54
0,aight numbr latest probably closer numbr jay tyler two trips,121,29,1,60
0,come aftr lt decimal gt cleaning house,55,16,1,38
1,cash balance currently numbr pounds maximize cash send cash numbr numbrp msg cc numbr po box numbr numbr tcr wnumbr,139,26,2,115
0,bill letters ûªm expecting one orange ûªt bill may still say orange,126,29,2,67
0,tell pa pain de,27,8,1,15
0,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want numbr man gang bang,141,35,1,107
0,ha û know either clever simple thing pears day perfect christmas,111,25,3,64
0,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,125,44,2,64
0,alrite,6,1,1,6
0,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,142,30,3,93
1,urgent mobile number awarded ådollersnumbr prize guaranteed call numbr land line claim numbr valid numbrhrs,137,25,4,107
0,guys go see movies side,46,12,1,23
0,tell thinking plus going stop runs,89,23,2,34
0,kindly send one flat lt decimal gt today,64,17,1,40
1,sorry unsubscribe yet mob offer package min term numbr weeks pls resubmit request expiry reply themob help numbr info,148,32,4,117
0,nothing lor bit bored dun go home early numbr sleep today,77,19,1,57
0,time tell friend around,47,11,1,23
0,yes fine love safe,42,13,4,18
0,thanks chikku gud nyt,29,11,1,21
0,xy car picking,37,11,1,14
0,thanx numbr time weåõve spent numbrgeva bin mint baby want xxxx,86,23,2,63
0,yo way could pick something tonight,47,11,1,35
0,sent send,33,11,2,9
0,fine simply sitting,23,5,1,19
0,thts god gift birds humans hav natural gift frm god,67,15,1,51
0,coming day class,32,8,1,16
0,done studyn library,31,7,2,19
0,ok enjoy shows,25,7,1,14
0,anything,11,2,1,8
0,wuld without baby thought alone mite break donåõt wanna go crazy everyboy needs lady xxxxxxxx,129,27,2,93
0,wat dear sleeping ah,33,9,2,20
0,hi test lt gt rd,30,13,1,16
0,numbr students solved cat question xam numbr numbr numbr lt gt numbr numbr numbr lt gt numbr numbr numbr lt gt numbr numbr numbr tell answer r brilliant numbrthing got answr,183,56,2,173
0,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody numbr loko night,156,40,2,98
0,yup n fren lor meeting fren numbr,47,14,2,33
0,yeah got one lined us,32,9,1,21
0,stop wondering wow ever going stop tm ing tm whenever want mine laughs,137,33,2,70
0,lol yep yesterday already got fireplace another icon sitting,101,21,3,60
0,hey booked pilates yoga lesson already haha,59,12,1,43
0,ok happen behave like,43,9,1,21
1,numbr new message please call numbr,48,10,2,35
0,supervisor find numbr one lor thk students havent ask yet tell aft ask,95,25,3,70
0,hello news job making wait fifth week yeah woozles weasels exeter still home numbr,142,35,3,82
1,currently message awaiting collection collect message call numbr,100,17,2,64
0,hey babe sorry get sooner gary come fix cause thinks knows go far ptbo says cost lt gt bucks know might cheaper find someone second hand machines right let know want babe,327,84,4,170
0,make numbr numbr fucks sake x,29,10,3,29
0,leave always ignorant,36,9,2,21
0,nope b going numbr sch fri quite early lor cos mys sis got paper da morn,87,24,1,72
0,bruce b downs amp fletcher,35,9,1,26
0,said would woke,62,17,2,15
0,hey free call,32,9,1,13
0,tell whos pls,24,8,1,13
1,urgent mobile awarded ådollersnumbr numbr bonus caller prize numbr numbr numbr final attempt numbr contact call numbr,120,23,4,117
0,think might give miss teaching til twelve lecture two damn working thing,112,26,3,72
0,id check like numbr bowls worth left,57,13,1,36
0,yes many sweets,26,5,1,15
0,would still cozy exhausted last night nobody went school work everything closed,110,23,3,79
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,147,37,7,73
0,sir send group mail check,32,8,1,25
0,da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt numbr n half pages,151,33,1,134
0,none nowhere ikno doesdiscount shitinnit,44,9,1,40
0,know jabo abi,30,8,1,13
1,ever notice driving anyone going slower idiot everyone driving faster maniac,135,28,1,76
0,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane,94,19,1,76
0,good baby,28,9,2,9
0,mostly sports type lyk footbl crckt,38,9,1,35
0,head dey swell oh thanks making day,46,11,2,35
0,make fb list,23,6,1,12
0,sary need tim bollox hurt lot tol,65,18,1,33
0,happy new year princess,24,5,1,23
0,text carlos let know hang,42,11,1,25
0,worry easy ingredients,45,11,1,22
0,love numbr little pocy bell sorry love,54,15,1,38
0,ok omw castor,26,8,1,13
0,yar lor keep raining non stop wan numbr go elsewhere,60,15,1,52
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins numbr txt orange call mobileupdnumbr numbr callnumbroptout numbrqfnumbr,159,29,4,148
0,mean almost done done wif sleeping tot going take nap yup send liao picking ard numbr smth lor,141,38,3,94
0,tonight yeah,35,10,2,12
0,eat fo lunch senor,32,7,1,18
0,said right giggle saw would possibly first personnumbrdie nvq think much could,143,32,2,78
0,break time one come n get stuff fr ì_,60,17,1,37
1,reply win ådollersnumbr weekly professional sport tiger woods play send stop numbr end service,107,21,3,94
0,see see maybe reboot ym seen buzz,96,26,3,33
0,still grinder,30,7,1,13
1,numbr polyphonic tone numbr mob every week txt ptnumbr numbr numbrst tone free get txtin tell friends numbrp tone numbr reply hl numbrinfo,147,35,6,138
0,k see k,41,15,2,7
0,list buyers,30,9,1,11
0,idea guess work hour supposed leave since usual nobody interest figuring shit last second,157,33,1,89
0,mm entirely sure understood text hey ho weekend,71,16,3,47
0,released vday shirts put makes bottom half naked instead white underwear,112,22,1,72
0,know watching film computer,43,10,1,27
0,bnumbr thursday,14,3,1,15
0,oh phone phoned disconnected,49,10,1,28
0,id onluy matters getting offcampus,47,8,1,34
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgs numbrp numbr,134,28,4,99
0,excellent see riley plans,42,10,1,25
0,ew one,23,7,1,6
0,also hi wesley,30,7,1,14
0,ah see lingo let know wot earth finished making,108,28,3,47
1,update_now numbrmths half price orange line rental numbrmins call mobileupdnumbr numbr callnumbroptout jnumbrq,110,17,1,110
0,imagine life without see fast searching worry l always disturb goodnoon,119,30,1,71
0,hm good morning headache anyone,37,10,2,31
0,yeah probs last night obviously catching speak soon,75,15,1,51
1,free unlimited hardcore porn direct numbr mobile txt porn numbr get free access numbr hrs chrgd numbrp per day txt stop numbrexit msg free,152,33,2,138
0,might go numbr sch yar e salon v boring,46,14,2,39
0,lt gt mins stop somewhere first,51,16,1,31
0,lt gt fast approaching wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday numbr happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing raj,461,97,3,397
0,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,127,22,1,98
0,get second half message,44,10,1,23
0,wat time wan numbr meet later,34,10,1,29
0,thank much selflessness love plenty,72,17,2,35
0,film ill call later,30,8,1,19
0,dare change ring,27,6,1,16
0,bad girl lady,48,13,2,13
0,love ya try budget money better babe gary would freak knew,90,21,2,58
0,part initiate understand,52,12,1,24
0,finished lunch already wake already,47,11,2,35
0,still game,22,6,1,10
0,got tallent wasting,41,9,1,19
0,record one night,37,10,2,16
0,also sir sent email log usc payment portal send another message explain things back home great weekend,173,37,3,102
0,gonna let know cos comes bak holiday day coming tnumbrgetnumbrtext number,95,20,3,73
0,jokin lar depends phone father get lor,69,17,1,38
0,aight lemme know,27,8,1,16
0,get ready lt gt inches pleasure,47,14,1,31
0,ok feel like john lennon,32,10,1,24
0,cos darren say ì_ considering mah ask ì_,48,11,1,40
0,bothering trust answers pls,63,15,2,27
0,one day crab running sea shore waves came n cleared footprints crab crab asked frnd r clearing beautiful footprints waves replied fox following footprints catch thats cleared frndsship never lets dwn gud nyt,295,68,3,207
0,aight time want come,39,10,1,20
0,slaaaaave must summon time wish come anymore,120,30,4,44
0,bill numbr ådollersnumbr thats bad,43,11,1,34
0,let know changes next numbrhrs even appendix age range however impossible chill let know numbrhrs,169,39,4,97
0,hello yeah got bath need hair come done yeah,101,29,1,44
0,weather,32,8,1,7
0,ok much though h friday cant wait dunno wot hell gonna another numbr weeks become slob oh wait already done,150,39,4,107
0,die e toot fringe,40,10,1,17
0,lol know awesome phone could click delete right want,85,20,2,52
0,awesome question cute answer someone asked boy life smiled amp answered fine gudnite,135,39,1,84
0,please leave topic sorry telling,49,10,1,32
0,pls send correct name da,32,8,1,24
0,happened yo date,29,7,1,16
0,webpage available,24,5,1,17
0,woke yeesh late fall asleep til lt gt,74,25,3,37
1,unsubscribed services get tons sexy babes hunks straight phone go http gotbabes co uk subscriptions,141,28,4,99
0,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,242,61,4,142
0,k k tomorrow onwards started ah,40,10,1,31
0,talking bout early morning almost noon,66,15,2,38
0,fine remember,25,7,2,13
1,hi babe jordan r home abroad lonely text back wanna chat xxsp visionsms com text stop stopcost numbrp numbr,147,32,2,107
0,ok many buy,26,7,1,11
0,sounds good keep posted,27,6,1,23
1,get brand new mobile phone agent mob plus loads goodies info text mat numbr,121,28,3,75
0,ok april cant wait,23,6,2,18
0,boy best get yo ass quick,38,9,1,25
0,ay wana meet sat ì_ wkg sat,34,11,1,27
0,wait till numbr bus pick,55,16,1,24
0,apart one told yesterday,46,10,1,24
0,ok lor buy wat,22,7,1,14
0,somebody go andros steal ice,42,8,1,28
0,know msg recently,35,9,2,17
0,take us shopping mark distract isaiah,53,9,1,37
0,mum hope great day hoping text meets well full life great day abiola,112,27,4,68
0,sense foot penis,39,10,1,16
0,okay thought expert,38,8,1,19
0,deep sigh miss really surprised gone net cafe yet get miss,129,36,1,58
0,thinl role like sachin standing others hit,67,16,2,42
0,great trip india bring light everyone project everyone lucky see smile bye abiola,147,32,4,81
0,importantly discuss,61,14,1,19
0,k k training process,38,11,1,20
0,ok lor ned numbr go toa payoh numbr numbr return smth wan numbr send wat,82,24,2,72
0,da car park,15,4,1,11
0,wish holding tightly making see important much mean much need life,153,37,4,66
0,asked anthony dad bf,42,12,3,20
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,155,40,3,116
0,going take bath ill place key window,52,14,1,36
1,lord rings return king store reply lotr numbr june numbr chance numbr win lotr soundtrack cds stdtxtrate reply stop end txts,140,32,2,124
0,dear take care reaching home love lot,54,14,2,37
0,staff science nus edu sg phyhcmk teaching pcnumbr,49,1,1,49
0,emigrated something ok maybe numbr bit hopeful,67,14,2,46
0,olol printed forum post guy exact prob fixed gpu replacement hopefully ignore,139,29,2,77
0,walked moms right stagwood pass right winterstone left victors hill address lt gt,110,27,3,81
0,yo jp hungry like mofo,37,11,1,22
0,creepy crazy,40,10,1,12
0,ok din get msg,25,8,1,14
0,pathaya enketa maraikara pa,28,5,1,27
0,even friend priest call,48,12,1,23
0,lousy run already come back half dead hee,58,14,1,41
0,said bad dat e gals know wat,66,20,1,28
0,remind hrs,26,8,1,10
0,hoping would send message rent due enough reserves completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,297,76,6,146
0,hi happy new year mean intrude pls let know much tuition paid last semester much semester thanks,148,33,4,96
0,hello hun ru way good numbr dates guy met walkabout far meet soon hows everyone else,149,39,6,84
0,lol gonna last month cashed left lt gt case collecting week cause announced blog,154,41,3,80
1,good luck draw takes place numbrth feb numbr good luck removal send stop numbr customer services numbr,112,21,3,102
0,short cute good person,36,9,1,22
0,decided yet eh,35,8,1,14
0,wat time liao still got,31,8,1,23
0,yes watching footie worried going blow phil neville,70,15,1,51
0,wait numbr ì_ inside da car park,33,9,1,32
0,uncle abbey happy new year abiola,35,8,3,33
0,free call pa,23,7,1,12
0,r saying order slippers cos pay returning,76,18,1,41
0,stop knowing well,24,6,1,17
0,good evening roger,41,11,3,18
0,small problem auction punj asking tiwary,48,10,1,40
0,telling tell one treat hi hi hi,59,16,2,31
1,numbrst wk free grnumbr tones strnumbr numbr wk txt nokia numbr classic nokia tones hit numbr polys nokia numbrp poly numbrp numbr,139,32,4,130
0,coming numbr pick,19,6,1,17
0,thats cool liked photos sexy,51,13,3,28
0,would fuckin believe didnt know thurs pre booked cancelled needs b sacked,122,26,2,73
0,haha better late ever way could swing,53,13,1,37
0,ok finish numbr,22,7,1,15
1,lookatme thanks purchase video clip lookatme charged numbrp think better send video mmsto numbr,156,37,4,95
0,barred b q stores life twat orange dungerees came asked wanted decking got first punch,155,39,4,86
0,messages food,25,7,2,13
0,ok going sleep hope meet,39,11,2,24
0,let know details fri find cos tom fri mentionned chinese thanks,104,24,2,63
0,right think,45,11,1,11
0,wat r,18,6,1,5
0,lecture,19,5,1,7
1,sexy sexy cum text wet warm ready porn fun msg free recd msgs numbrp inc vat numbr cancel text stop,144,35,3,99
0,customer place call,30,6,1,19
0,planned yet going join company jan numbr know happen,91,20,1,52
0,boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli numbr mutai eerulli kodthini grl love kano,156,40,2,140
0,haha heard text around,45,11,1,22
0,get tomorrow send,42,9,1,17
0,shit babe thasa bit messed yeh,36,7,1,30
0,oh thats late well good night give call tomorrow iam going go sleep night night,113,27,3,79
0,cheers tex mecause werebored yeah okden hunny r uin wk sat soundåõs likeyour havin grnumbrfun j keep updat countinlots loveme xxxxx,141,29,3,131
0,sorry meeting call later,38,9,1,24
0,yo howz girls never rang india l,43,12,4,32
0,yeah worse,29,7,1,10
0,tagged friends seemed count friends,61,13,1,35
0,long time remember today,33,8,2,24
0,havent shopping lor juz arrive,41,8,1,30
0,thank better work cause feel used otherwise,60,12,1,43
0,challenge know,44,13,2,14
0,much hdd casing cost,32,8,1,20
0,mystery solved opened email sent another batch sweetie,87,20,3,54
0,describe lucky actually awake noon,66,15,1,34
1,numbrnd time tried contact ådollersnumbr prize claim call numbr bnumbr numbr cs stop sms numbr numbrppm,152,31,2,103
0,cheers card time year already,56,13,1,29
0,ugh hopefully asus ppl randomly reformat,55,11,1,40
0,seen facebook huh lol,35,10,2,21
0,mah b pick tomorrow,31,9,1,19
0,still otside le come numbrmorrow maga,38,9,1,37
0,still plumbers tape wrench could borrow,59,13,1,39
1,dear voucher holder claim weeks offer pc please go http www e tlp co uk reward ts cs apply,114,25,2,90
0,vl bcum difficult,27,6,1,17
0,havent still waitin usual ìï come back sch oredi,55,12,1,48
0,meeting da call,30,8,2,15
0,k k watch films,33,13,1,15
0,cinema plus drink appeal tomo fr thriller director like mac numbr,92,22,2,65
0,size elephant tablets shove um ass,59,15,2,34
0,many people seems special first sight remain special till last sight maintain till life ends take cr da,160,34,1,103
0,parents kidz friends n colleagues screaming surprise waiting sofa naked,130,32,3,71
0,dunno juz askin cos got card got numbr numbr salon called hair sense tot da one ì_ cut hair,112,31,1,91
0,good morning pookie pie lol hope wake,52,13,2,37
0,maybe woke fucking numbr problem,65,15,1,32
0,happy birthday dear lots love rakhesh nri,59,10,1,41
1,numbrnd time tried numbr contact numbr pound prize numbr claim easy call numbr numbrp per min bt national rate,153,34,4,110
0,xnumbr lt gt going get,41,15,2,22
0,hi neva worry bout da truth coz truth lead numbr heart itåõs least unique person like deserve sleep tight morning,137,30,3,113
1,awarded city break could win ådollersnumbr summer shopping spree every wk txt store numbr skilgme tscsnumbrwinawk agenumbr ådollersnumbrperwksub,148,22,2,144
0,paper today e morn aft,35,10,1,22
0,lick every drop ready use mouth well,69,18,1,36
0,expect whenever text hope goes well tomo,68,15,3,40
0,great p diddy neighbor comes toothpaste every morning,68,13,2,53
0,av new number wil use one ta,49,16,2,28
0,poking man everyday teach canada abi saying hi,96,23,3,46
0,numbr lor change numbr suntec wat time coming,46,12,1,45
0,de seeing online shop asked,47,11,1,27
0,curious cuz asked,50,11,1,17
0,okay lor wah like def wont let us go haha say terms conditions,110,26,1,62
0,haha yup hopefully lose kg mon hip hop go orchard weigh,97,22,2,55
0,good r working,46,13,3,14
0,oh yes little weather kind coccooning home,90,22,1,42
0,home also,13,4,1,9
0,phone weirdest auto correct,41,8,1,27
0,oops phone died even know yeah like better,65,17,2,42
0,havent mus ask numbrst wat meet numbr lunch den n meet already lor wan numbr go ask da ge numbrst confirm w asap,134,37,3,112
0,said mind go bedroom minute ok sed sexy mood came numbr minuts latr wid cake n wife,145,43,3,83
0,oh yeah hav great time newquay send postcard numbr look girls gone know numbrim talkin bout xx,131,33,2,94
0,got divorce lol,33,9,3,15
0,pin,14,5,1,3
0,babe got enough money pick bread milk give back get home,105,26,2,56
0,want snow freezing windy,42,11,2,24
1,urgent trying contact todays draw shows ådollersnumbr prize guaranteed call numbr land line claim ynumbr valid numbrhrs,159,32,5,119
0,come mahal bus stop lt decimal gt,40,13,1,33
0,know week going tirunelvai da,47,13,1,29
0,baby promise treat well bet take good care,80,21,3,42
0,like hotel dusk game think solve puzzles area thing,72,16,2,51
1,thanks ringtone order reference number xnumbr mobile charged numbr tone arrive please call customer services numbr,157,26,2,114
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,150,38,3,83
0,well must pain catch,33,8,1,20
0,sorry da thangam mistake,33,7,1,24
0,need coz never go,32,8,1,17
0,rose red red blood blood heart heart send tis friends including like get back numbr r poor relation numbr need numbr support numbr r frnd numbr many numbr somenumbr luvs numbr somenumbr praying god marry try,281,74,2,207
1,cash balance currently numbr pounds maximize cash send collect numbr numbrp msg cc numbr po box numbr numbr tcr wnumbr,142,26,2,118
0,feel like dick keep sleeping texts facebook messages sup town,102,22,2,61
0,plm come da way,34,11,2,15
0,guess wants alone time could show watch,73,17,2,39
0,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,149,33,2,111
0,yup ì_ comin,20,7,1,12
0,yes princess toledo,22,6,2,19
0,aight text back mu swing need somebody get door,92,23,1,47
0,ron say fri leh n said ding tai feng cant make reservations said wait lor,86,21,3,73
0,good swimsuit allowed,28,7,2,21
0,okay soon best,40,11,3,14
0,cute thought friendship necessary share every secret close frnd,90,17,1,63
0,ok sent da latest version da project,47,12,1,36
0,pls accept one day begging change number,63,15,2,40
0,squeeeeeze christmas hug lik frndshp den hug back get numbr r cute numbr r luvd numbr r lucky none people hate,147,46,3,110
0,ok anybody asks abt tel p,47,15,1,25
0,funny fact nobody teaches volcanoes numbr erupt tsunamis numbr arise hurricanes numbr sway aroundn numbr teaches hw numbr choose wife natural disasters happens,151,28,1,159
0,gonna ring weekend wot,37,10,1,22
0,also track lighters find,41,8,1,24
0,babe need advice,24,6,1,16
0,û leave around four ok,29,7,1,22
0,come medical college numbrpm forward da,50,10,1,39
0,k k good going,35,14,1,14
0,make lasagna vodka,38,9,1,18
0,hi kate give ring asap xxx,41,11,1,26
0,people tour thought sofa thing sent curious sugar,118,26,4,49
0,told going got drunk,57,15,1,20
0,fucking chickened messaged would late woould buzz hear word,115,26,2,59
1,congratulations thanks good friend ådollersnumbr numbr xmas prize numbr claim easy call numbr numbrp per minute bt national rate,157,31,5,128
0,always looking excuse city,51,13,1,26
0,yup still coffee wif frens fren drove give lift,82,20,1,47
0,shore takin bus,29,7,1,15
0,gonna get deus ex,23,8,1,17
0,send email mind lt gt times per night,72,22,2,37
1,numbr numbr want new nokia numbri colour phone deliveredtomorrow numbr free minutes mobile numbr free texts free camcorder reply call numbr,173,33,2,139
0,tap spile seven pub gas st broad st canal ok,72,21,3,44
0,ok come n pick engin,33,10,1,20
0,never wanted tell short edge late,111,28,2,33
0,raviyog peripherals bhayandar east,34,4,1,34
0,k actually guys meet sunoco howard right way,86,20,2,44
0,moon come color dreams stars make musical sms give warm peaceful sleep good night,121,26,2,81
0,finished eating got plate leftovers time,61,14,3,40
0,thanx lot,14,4,1,9
0,hurry home big butt hang last caller food done starving ask cooked,120,32,4,66
0,lol right diet everyday cheat anyway meant fatty,78,21,4,48
0,great day beautiful one,50,12,2,23
0,happened interview,27,5,1,18
0,badrith chennai surely pick us competition,79,20,1,42
0,tot group mate lucky havent reply wat time ì_ need leave,84,21,1,56
0,hey around got enough half ten owe,62,17,2,34
0,hey tmr maybe meet yck,33,8,1,22
0,alrite sam nic checkin number b,68,16,1,31
0,making easy pay back lt gt yrs say pay back earlier get,107,32,3,55
0,worry sure get,37,12,2,14
0,gas station like block away house drive right since armenia ends swann take howard,132,29,1,82
1,someone know asked dating service numbr contact cant guess call numbr revealed pobox numbr lsnumbrhb numbrp,139,29,4,107
1,camera awarded sipix digital camera call numbr fromm landline delivery within numbr days,105,19,3,88
0,tuition numbr hm go numbr numbr one mind,69,19,2,40
0,smoking people use wylie smokes much justify ruining shit,85,18,1,57
0,dear good morning feeling dear,38,7,1,30
0,little meds say take every numbr hours numbr pain back took another hope die,114,31,5,76
0,beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,151,30,1,108
0,dunno lei ì_ decide lor abt leona oops tot ben going n msg,80,22,3,58
0,hi moved innumbr pub would great numbr c cud come,80,23,3,49
1,todays voda numbers ending numbr selected receive numbr award hava match please call numbr quoting claim code numbr standard rates app,157,29,2,134
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgs numbrp numbr,134,29,4,99
0,ever easier,35,8,1,11
1,rct thnq adrian text rgds vatian,40,10,2,32
0,stop calling everyone saying might cancer throat hurts talk answering everyones calls get one call babysitting monday,165,35,4,117
0,tough,42,13,1,5
0,gonnamissu much would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,153,31,3,124
0,ee msg na poortiyagi odalebeku hanumanji numbr name numbr hanuman numbr bajarangabali numbr maruti numbr pavanaputra numbr sankatmochan numbr ramaduth numbr mahaveer ee numbr name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde numbr dodda problum nalli siguviri idu matra lt gt true neglet,320,61,2,333
0,hi darlin finish numbr numbr numbr pick meet text back number luv kate xxx,93,25,2,74
0,set place heart mind mind easily forgets heart always remember wish happy valentines day,148,32,2,88
0,surprised still guess right lor,50,11,1,31
0,okie ì_ wan meet bishan cos bishan driving today,72,19,3,48
0,hi darlin work get trouble ijust talked mum morning really good time last night goin soon call,158,37,3,94
0,know serving mean,54,14,2,17
0,huh hyde park mel ah opps got confused anyway tt e best choice den juz take,113,30,1,75
0,oh gei happend tron maybe ill dl numbrd,70,19,3,39
0,know girls always safe selfish know got pa thank good night,77,18,2,59
0,worries hope photo shoot went well spiffing fun workage,72,16,2,55
0,freezing craving ice fml,33,8,2,24
0,kay since already,32,7,1,17
0,eh sorry leh din c msg sad already lar watching tv still office,91,25,4,63
0,yo right yo work,22,6,1,16
0,ok darlin supose ok worry much film stuff mate babysit call xx,148,33,2,62
0,wake since checked stuff saw true available spaces pls call embassy send mail,126,29,3,77
0,nope juz work,28,7,1,13
0,huh fast dat means havent finished painting,52,11,1,43
0,number live numbr,36,11,2,17
0,put party numbr days week study lightly think need draw custom checkboxes know hardcore,126,28,1,87
0,sac score big hundred set batsman,47,11,1,33
0,send yetty number pls,27,7,1,21
0,much cost approx per month,41,10,2,26
0,ok theory test ì_ going book think numbr may coz thought wanna go jiayin isnt free,129,34,5,82
1,contacted dating service someone know find call land line numbr poboxnumbrwnumbrtgnumbrp,140,27,2,88
0,fine give call knows wants questions,83,20,1,36
0,sorry got late start way,41,12,1,24
0,go back urself lor,28,7,1,18
0,gas station go,34,10,2,14
0,k bored come home,39,12,1,17
0,babe love covers face kisses,54,19,3,28
0,like made throw smoking friend car one time awesome,90,21,1,51
0,still checked da,35,9,1,16
0,go walmart stay,34,9,2,15
0,forgotten might couple bucks send tomorrow k love ya,91,23,2,52
0,oh great disturb talk,52,13,2,21
0,reverse cheating mathematics,45,9,2,28
0,welcome caught using broken english,54,11,1,35
0,problem baby good time talk called left message,77,20,3,47
0,oh brand,22,7,2,8
0,sorry cant take call right happens r numbrwaxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,368,79,7,224
0,time coming,28,7,1,11
0,call say coming today ok tell fool like ok,82,19,1,42
0,emailed yifeng part oredi ì_ get fr,55,14,1,35
0,r sure understand wine good idea slurp,68,17,2,38
0,minimum walk numbrmiles day,29,7,1,27
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,115,27,3,71
0,brainless baby doll vehicle sariyag drive madoke barolla,67,16,1,56
1,sorry missed call let talk time numbr,78,18,2,37
0,please attend phone,25,6,1,19
0,hate call didnt accept even single call mine even messaged,104,24,3,58
0,messages phone holding,44,11,2,22
0,free,18,6,1,4
0,yo trip got postponed still stocked,47,11,1,35
0,waiting call sir,31,8,1,16
0,hey reply pa,39,11,2,12
0,hey elaine today meeting still,40,10,1,30
0,sorry gone place tomorrow really sorry,69,17,3,38
0,tiime let hug break tears,79,22,1,25
0,tomorrow going theatre come wherever call tell come tomorrow,117,29,3,60
0,electricity went fml,38,8,1,20
0,looks like found something smoke great job,65,14,1,42
0,also andros ice etc etc,23,5,1,23
0,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,151,34,5,93
0,yup wun believe wat really neva c e msg sent shuhui,58,16,3,51
0,hows watch resizing,24,4,1,19
0,dear umma called,31,9,1,16
0,finished missing plenty,33,6,2,23
1,complimentary numbr star ibiza holiday ådollersnumbr numbr cash needs urgent collection numbr landline lose boxnumbrsknumbrwpnumbrppmnumbr,150,23,3,138
0,well meant opposed drunken night,54,12,1,32
0,k must book huh going yoga basic sunday,60,16,2,39
1,free msg billed mobile number mistake shortcode numbr please call numbr charges refunded call free bt landline,160,27,1,110
0,ok,9,3,1,2
0,oops mum somerset bit far back tomo see soon x,71,20,2,46
0,workin overtime nigpun,28,6,1,22
0,kallis dismissial numbrnd test,41,11,1,30
0,guess got screwd,29,6,1,16
1,please call numbr immediately urgent message waiting,81,13,1,52
0,r cooking dinner,31,8,1,16
0,bull plan go floating ikea without care world live mess another day,129,31,3,67
